Key,한국어원문,위치(Note),en,zh-TW,ja
MLUA_EP3MAP4ESTER1PORTALLOGIC_003,제한시간이 종료되어 원래 위치로 돌아갑니다,RootDesk/MyDesk/Ep3Map4Ester1PortalLogic.mlua:60,jeonetimeis  Enddoeeo wonrae wichiwith dolagapnida,je一時間 結束doeeo wonrae wichi以 dolagapnida,je1つ時間 終了doeeo wonrae wichiで dolagapnida
MLUA_EPISODEREWARDLOGIC_003,방어구,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua:215 | RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:112 | RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:194 | /ui/EquipmentGroup/Inventory/ComposePopup/Panel/RightPanel/TabHolder/Armor/Background/UIText | /ui/EquipmentGroup/Inventory/Panel/InventoryPanel/TabHolder/Armor/Background/UIText,Armor,防具,防具
MLUA_EPISODEREWARDLOGIC_004,무기,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua:216 | RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:111 | RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:105 | RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:195 | /ui/EquipmentGroup/Inventory/ComposePopup/Panel/RightPanel/TabHolder/Weapon/Background/UIText,Weapon,武器,武器
MLUA_EPISODEREWARDUI_001,모두 받음,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:222 | RootDesk/MyDesk/PlayerLevel/LevelRewardUI.mlua:293,All bateum,全部 bateum,すべて bateum
MLUA_EPISODEREWARDUI_002,모든 에피소드 보상을 받았어요!,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:224,All in pisodeu Reward  batasseoyo!,所有 在pisodeu 獎勵 batasseoyo!,すべて にpisodeu 報酬 batasseoyo!
MLUA_EPISODEREWARDUI_003,받기,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:228 | RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:262 | RootDesk/MyDesk/PlayerLevel/LevelRewardUI.mlua:297 | /ui/AchievementGroup/Panel/List/Grid/RowTemplate/BtnClaim | /ui/EpisodeRewardGroup/Panel/BtnClaim,Claim,領取,受け取る
MLUA_ERRORCODEENUM_001,일시적인 오류가 발생했어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:180,ilsiEnemyin oryu  shotssaenghaesseoyo.,ilsi敵人in oryu 發saenghaesseoyo.,ilsi敵in oryu 発saenghaesseoyo.
MLUA_ERRORCODEENUM_002,잘못된 요청이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:181 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:182 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:183 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:184 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:185,wellmosdoen yocheongis in yo.,jalmosdoen yocheong在yo.,jalmosdoen yocheongにyo.
MLUA_ERRORCODEENUM_003,지금 위치에서는 할 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:186,jigeum wichiin  can can none.,jigeum wichi在 可以 可以 沒有.,jigeum wichiで できる 可能 ありません.
MLUA_ERRORCODEENUM_004,아직 사용할 수 없는 직업이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:187,Not yet use can None jikeopis in yo.,尚未 使用 可以 沒有 jikeop在yo.,まだ 使用する 可能 なし jikeopにyo.
MLUA_ERRORCODEENUM_005,잠시 후 다시 시도해 주세요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:188,for a moment after Again try Please.,暫時 後 再次 sidohae 請.,しばらく 後 再度 sidohae ください.
MLUA_ERRORCODEENUM_006,유저 정보를 찾을 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:189,yujeo jeongbo  chaj  can none.,yujeo jeongbo chaj 可以 沒有.,yujeo jeongbo chaj 可能 ありません.
MLUA_ERRORCODEENUM_007,데이터를 불러오는 중이에요. 잠시 후 다시 시도해 주세요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:190,deis teo  bulreoo  duringis in yo. for a moment after Again try Please.,deteo bulreoo 期間在yo. 暫時 後 再次 sidohae 請.,deteo bulreoo 中にyo. しばらく 後 再度 sidohae ください.
MLUA_ERRORCODEENUM_008,이용이 제한된 계정이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:191,is yongis  jeonedoen gyejeongis in yo.,yong je一doen gyejeong在yo.,yong je1つdoen gyejeongにyo.
MLUA_ERRORCODEENUM_009,데이터를 불러오지 못했어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:192 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:193 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:194 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:195 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:196,deis teo  bulreooji Failed.,deteo bulreooji 失敗.,deteo bulreooji できませんでした.
MLUA_ERRORCODEENUM_010,인벤토리를 불러오지 못했어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:197,inbentori  bulreooji Failed.,inbentori bulreooji 失敗.,inbentori bulreooji できませんでした.
MLUA_ERRORCODEENUM_011,아이템을 찾을 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:198,Item  chaj  can none.,道具 chaj 可以 沒有.,アイテム chaj 可能 ありません.
MLUA_ERRORCODEENUM_012,사용할 수 없는 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:199 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:200 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:216 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:218,use can None Itemis in yo.,使用 可以 沒有 道具在yo.,使用する 可能 なし アイテムにyo.
MLUA_ERRORCODEENUM_013,사용할 수 없는 장비예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:201 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:212,use can None Equipmentyeyo.,使用 可以 沒有 裝備yeyo.,使用する 可能 なし 装備yeyo.
MLUA_ERRORCODEENUM_014,잠긴 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:202,jamgin Itemis in yo.,jamgin 道具在yo.,jamgin アイテムにyo.
MLUA_ERRORCODEENUM_015,착용 중인 장비예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:203,Equip duringin Equipmentyeyo.,裝備 期間in 裝備yeyo.,装備 中in 装備yeyo.
MLUA_ERRORCODEENUM_016,이미 사라진 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:204,Already sarajin Itemis in yo.,已經 sarajin 道具在yo.,すでに sarajin アイテムにyo.
MLUA_ERRORCODEENUM_017,버릴 수 없는 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:205 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:214,beoril can None Itemis in yo.,beoril 可以 沒有 道具在yo.,beoril 可能 なし アイテムにyo.
MLUA_ERRORCODEENUM_018,기간이 만료된 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:206,giganis  manryodoen Itemis in yo.,gigan manryodoen 道具在yo.,gigan manryodoen アイテムにyo.
MLUA_ERRORCODEENUM_019,레벨이 부족해요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:207,Levelis  Insufficient.,等級 不足.,レベル 不足しています.
MLUA_ERRORCODEENUM_020,이 직업은 착용할 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:208,is  jikeop  Equipcan can none.,jikeop 裝備可以 可以 沒有.,jikeop 装備できる 可能 ありません.
MLUA_ERRORCODEENUM_021,이미 착용 중이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:209,Already Equip duringis in yo.,已經 裝備 期間在yo.,すでに 装備 中にyo.
MLUA_ERRORCODEENUM_022,해제할 장비가 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:210,Unlockcan Equipment  none.,解鎖可以 裝備 沒有.,解除できる 装備 ありません.
MLUA_ERRORCODEENUM_023,착용할 수 있는 칸이 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:211,Equipcan can iss  slots none.,裝備可以 可以 iss kan 沒有.,装備できる 可能 iss kan ありません.
MLUA_ERRORCODEENUM_024,아이템 개수가 부족해요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:213 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:215,Item can  Insufficient.,道具 個可以 不足.,アイテム 個可能 不足しています.
MLUA_ERRORCODEENUM_025,잠글 수 없는 아이템이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:217,jamgeul can None Itemis in yo.,jamgeul 可以 沒有 道具在yo.,jamgeul 可能 なし アイテムにyo.
MLUA_ERRORCODEENUM_026,같은 종류의 효과가 이미 적용 중이에요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:219,same jongryuof  Effect  Already Enemyyong duringis in yo.,相同 jongryu的 效果 已經 敵人yong 期間在yo.,同じ jongryuの 効果 すでに 敵yong 中にyo.
MLUA_ERRORCODEENUM_027,아이템을 받지 못했어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:220 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:221 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:222 | RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:223,Item  batji Failed.,道具 batji 失敗.,アイテム batji できませんでした.
MLUA_ERRORCODEENUM_028,아이템을 삭제하지 못했어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:224,Item  sakjehaji Failed.,道具 sakjehaji 失敗.,アイテム sakjehaji できませんでした.
MLUA_ERRORCODEENUM_029,장비창이 가득 찼어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:225,Equipmentchangis  Full Full.,裝備chang 已滿 已滿.,装備chang 満杯 満杯.
MLUA_ERRORCODEENUM_030,이미 최고 등급이라 합성할 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:226,Already choego Gradeis ra hapseongcan can none.,已經 choego 等級ra hapseong可以 可以 沒有.,すでに choego 等級ra hapseongできる 可能 ありません.
MLUA_ERRORCODEENUM_031,합성할 수 없는 재료예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:227,hapseongcan can None jaeryoyeyo.,hapseong可以 可以 沒有 jaeryoyeyo.,hapseongできる 可能 なし jaeryoyeyo.
MLUA_ERRORCODEENUM_032,합성 재료 개수가 맞지 않아요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:228,hapseong jaeryo can  majji anhayo.,hapseong jaeryo 個可以 majji anhayo.,hapseong jaeryo 個可能 majji anhayo.
MLUA_ERRORCODEENUM_033,착용 중인 장비는 재료로 쓸 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:229,Equip duringin Equipment  jaeryowith use can none.,裝備 期間in 裝備 jaeryo以 使用 可以 沒有.,装備 中in 装備 jaeryoで 使う 可能 ありません.
MLUA_ERRORCODEENUM_034,이미 최대 강화 단계예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:230,Already Max Upgrade Stageyeyo.,已經 最大 強化 dangyeyeyo.,すでに 最大 強化 dangyeyeyo.
MLUA_ERRORCODEENUM_035,골드가 부족해요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:231,Gold  Insufficient.,金幣 不足.,ゴールド 不足しています.
MLUA_ERRORCODEENUM_036,요청을 처리하지 못했어요. (코드 %d),RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:235,yocheong  cheorihaji Failed. (kodeu %d),yocheong cheorihaji 失敗. (kodeu %d),yocheong cheorihaji できませんでした. (kodeu %d)
MLUA_GACHAUI_003,스킬,RootDesk/MyDesk/GachaUI.mlua:459 | RootDesk/MyDesk/SkillInventory.mlua:312 | /ui/GachaGroup/Panel/TabRail/BtnTabSkill | /ui/TitleGroup/SkillPanel/ScrollArea/List/SkillSlot_18/Name | /ui/TitleGroup/SkillPanel/ScrollArea/List/SkillSlot_19/Name,Skill,技能,スキル
MLUA_GACHAUI_004,유물,RootDesk/MyDesk/GachaUI.mlua:460 | RootDesk/MyDesk/UI/RelicUI.mlua:97 | /ui/GachaGroup/Panel/TabRail/BtnTabRelic | /ui/TitleGroup/RelicPanel/Title | /ui/TitleGroup/TabBar/BtnRelicLabel,Artifact,遺物,遺物
MLUA_GACHAUI_010,레어,RootDesk/MyDesk/GachaUI.mlua:775 | RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:71 | /ui/TitleGroup/SkillPanel/GradeFilterList/btnGradeRare,reeo,reeo,reeo
MLUA_GACHAUI_011,매직,RootDesk/MyDesk/GachaUI.mlua:776 | RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:70 | /ui/TitleGroup/SkillPanel/GradeFilterList/btnGradeMagic,Magic,魔法,マジック
MLUA_GACHAUI_012,일반,RootDesk/MyDesk/GachaUI.mlua:778 | /ui/TitleGroup/SkillPanel/GradeFilterList/btnGradeNormal,Normal,一般,通常
MLUA_GACHAUI_013,스킬 획득 확률,RootDesk/MyDesk/GachaUI.mlua:787,Skill Obtain Chance,技能 獲得 機率,スキル 獲得 確率
MLUA_GACHAUI_014,유물 획득 확률,RootDesk/MyDesk/GachaUI.mlua:788,Artifact Obtain Chance,遺物 獲得 機率,遺物 獲得 確率
MLUA_GACHAUI_018,거주 지역 정책에 따라 유료 뽑기를 이용할 수 없습니다,RootDesk/MyDesk/GachaUI.mlua:956 | /ui/GachaGroup/Panel/PolicyNotice,geoju jiyeok jeongchaekin  ttara yuryo Draw  is yongcan can None,geoju jiyeok jeongchaek在 ttara yuryo 抽取 yong可以 可以 沒有,geoju jiyeok jeongchaekに ttara yuryo ガチャ yongできる 可能 ありません
MLUA_GAMEMANAGER_029,구미호,RootDesk/MyDesk/GameManager.mlua:2032 | RootDesk/MyDesk/UI/DamageSkinLogic.mlua:54,gumiho,gumiho,gumiho
MLUA_GAMEMANAGER_034,모든 적 빙결!,RootDesk/MyDesk/GameManager.mlua:7657,All Enemy Freeze!,所有 敵人 冰凍!,すべて 敵 凍結!
MLUA_GAMEMANAGER_035,허수아비 소환!,RootDesk/MyDesk/GameManager.mlua:7821,heocanabi Summon!,heo可以abi 召喚!,heo可能abi 召喚!
MLUA_GAMEMANAGER_036,토네이도 발생!,RootDesk/MyDesk/GameManager.mlua:7983,toneis do shotssaeng!,tonedo 發saeng!,tonedo 発saeng!
MLUA_GAMEOVERUI_002,이어하기,RootDesk/MyDesk/UI/GameOverUI.mlua:159 | /ui/GameOverGroup/GameOverBack/GameOverPanel/BtnContinue/Label,Continue,繼續,続ける
MLUA_GEARGRADEENUM_001,노말,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:69,nomal,nomal,nomal
MLUA_GEARGRADEENUM_002,에픽,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:72,in pik,在pik,にpik
MLUA_GEARGRADEENUM_003,유니크,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:73,yunikeu,yunikeu,yunikeu
MLUA_GEARGRADEENUM_004,레전더리,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:74,rejeonmoreri,rejeon更多ri,rejeonさらにri
MLUA_IDLEREWARDLOGIC_001,구름정원,RootDesk/MyDesk/IdleReward/IdleRewardLogic.mlua:128 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:79,Cloud Garden,雲庭園,雲の庭園
MLUA_IDLEREWARDLOGIC_002,엘라스 산맥,RootDesk/MyDesk/IdleReward/IdleRewardLogic.mlua:129 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:81,elraseu sanmaek,elraseu sanmaek,elraseu sanmaek
MLUA_IDLEREWARDLOGIC_003,태초의 마을,RootDesk/MyDesk/IdleReward/IdleRewardLogic.mlua:130 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:77 | /ui/IdleRewardGroup/Panel/ChapterRow/Name | /ui/WorldCharacterSelectGroup/Panel/WorldNameText,taesof  Village,tae秒的 村莊,tae秒の 村
MLUA_IDLEREWARDUI_001,%d시간 %02d분 %02d초,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:126,%dtime %02dmin %02ds,%d時間 %02d分 %02d秒,%d時間 %02d分 %02d秒
MLUA_IDLEREWARDUI_002,%02d분 %02d초,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:127,%02dmin %02ds,%02d分 %02d秒,%02d分 %02d秒
MLUA_IDLEREWARDUI_004,(최대 24시간,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:197,(Max 24time,(最大 24時間,(最大 24時間
MLUA_IDLEREWARDUI_015,장비를 넣지 못했어요. 잠시 후 다시 시도해 주세요,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:403,Equipment  neohji Failed. for a moment after Again try Please,裝備 neohji 失敗. 暫時 後 再次 sidohae 請,装備 neohji できませんでした. しばらく 後 再度 sidohae ください
MLUA_INVENTORYEXPANDLOGIC_001,기타,RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:113 | /ui/DefaultGroup/DpsMeter/Board/Line1/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line2/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line3/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line4/EtcLabel,gihits,gi擊,giヒット
MLUA_INVENTORYEXPANDLOGIC_002,인벤토리,RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:114 | /ui/EquipmentGroup/Inventory/Panel/Title | /ui/InventoryGroup/Panel/TitleBar/Title,inbentori,inbentori,inbentori
MLUA_LEVELREWARDLOGIC_001,골드,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:100,Gold,金幣,ゴールド
MLUA_LEVELREWARDLOGIC_002,다이아,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:101 | RootDesk/MyDesk/UI/ShopUI.mlua:135 | /ui/TitleGroup/ShopPanel/Tabs/TabDiamond/Label,Diamond,鑽石,ダイヤ
MLUA_LEVELREWARDLOGIC_003,유물 뽑기권,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:102 | RootDesk/MyDesk/Puzzle/Map24TreasureChestLogic.mlua:109,Artifact Draw Ticket,遺物 抽獎券,遺物 ガチャ券
MLUA_LEVELREWARDLOGIC_004,스킬 뽑기권,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua:103,Skill Draw Ticket,技能 抽獎券,スキル ガチャ券
MLUA_LEVELREWARDUI_001,모든 보상을 받았어요!,RootDesk/MyDesk/PlayerLevel/LevelRewardUI.mlua:280,All Reward  batasseoyo!,已領取所有獎勵!,すべての報酬を受け取りました!
MLUA_MAP21RELICEASTEREGG_001,실피드,RootDesk/MyDesk/Puzzle/Map21RelicEasterEgg.mlua:115 | RootDesk/MyDesk/UI/CharacterUnlockUI.mlua:52 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:283 | /ui/CharacterUnlockGroup/Panel/NameText | /ui/TitleGroup/SkillPanel/CharacterFilterList/btnCharSylph,Sylphid,Sylphid,シルフィード
MLUA_MAP21RELICEASTEREGG_002,"바람과 함께 전장을 누비는 신비로운 궁수.
빠른 화살로 적의 약점을 꿰뚫고, 거센
바람으로 전장을 지배한다.",RootDesk/MyDesk/Puzzle/Map21RelicEasterEgg.mlua:115 | /ui/CharacterUnlockGroup/Panel/OptionBox/OptionText,"Windand  hamkke roaming the battlefield mysterious Archer.
Fast Arrowswith Enemyof  yakjeom  piercing, fierce
rules the battlefield with fierce winds.","風與 hamkke jeonjang 穿梭 神秘 弓箭手.
快速 箭矢以 敵人的 yakjeom 貫穿, 強勁
風以 jeonjang 支配.","風と hamkke jeonjang 駆け巡る 神秘的な 弓使い.
高速 矢で 敵の yakjeom 貫き, 激しい
風で jeonjang 支配する."
MLUA_MAP23ERDASEASTEREGGLOGIC_001,정수가 부족합니다,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua:29,Essence  Insufficient,精髓 不足,エッセンス 不足しています
MLUA_MAP23ERDASEASTEREGGLOGIC_003,첫번째,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua:123,First,cheosbeonjjae,cheosbeonjjae
MLUA_MAP23ERDASEASTEREGGLOGIC_004,두번째,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua:124,Second,dubeonjjae,dubeonjjae
MLUA_MAP23ERDASEASTEREGGLOGIC_005,세번째,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua:126,Third,sebeonjjae,sebeonjjae
MLUA_MAP23ERDASEASTEREGGLOGIC_006,어딘가에 포탈이 활성화되었다!,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua:152,somewhere Portalis  hwalseonghwadoeeossda!,eodin在 傳送門 hwalseonghwadoeeossda!,eodinに ポータル hwalseonghwadoeeossda!
MLUA_MAPMANAGER_001,빠른 이동으로 몬스터가 빨라집니다!,RootDesk/MyDesk/Map/MapManager.mlua:1316,Fast Moveby Monster  become faster!,快速 移動以 怪物 變快!,高速 移動で モンスター 速くなります!
MLUA_MAPMANAGER_002,빠른 이동으로 몬스터가 강해집니다!,RootDesk/MyDesk/Map/MapManager.mlua:1318,Fast Moveby Monster  become stronger!,快速 移動以 怪物 變強!,高速 移動で モンスター 強くなります!
MLUA_MAPMANAGER_003,빠른 이동으로 「절망의 칼날」이 소환되었습니다.,RootDesk/MyDesk/Map/MapManager.mlua:1320,Fast Moveby 「jeolmangof  kalnal」is  Summondoeeossseupnida.,快速 移動以 「jeolmang的 kalnal」 召喚doeeossseupnida.,高速 移動で 「jeolmangの kalnal」 召喚doeeossseupnida.
MLUA_MAPMOVEUI_001,"가운데에 답이 있고, 오른쪽에 길이 있으며, 왼쪽에 끝이 있다",RootDesk/MyDesk/MapMoveUI.mlua:156," undein  dapis  issgo, oreunjjokin  gilis  isseumyeo, oenjjokin  kkeutis  issda","unde在 dap issgo, oreunjjok在 gil isseumyeo, oenjjok在 kkeut issda","undeに dap issgo, oreunjjokに gil isseumyeo, oenjjokに kkeut issda"
MLUA_MAPTAXILOGIC_001,티켓이 없습니다!,RootDesk/MyDesk/MapTaxiLogic.mlua:31,tikesis  None!,tikes 沒有!,tikes ありません!
MLUA_MONSTERSPAWNER_005,보스가 등장합니다!,RootDesk/MyDesk/MonsterSpawner.mlua:1262,Boss  deungjanghapnida!,首領 deungjanghapnida!,ボス deungjanghapnida!
MLUA_MONSTERSPAWNER_006,검투사가 등장했습니다,RootDesk/MyDesk/MonsterSpawner.mlua:1655,geomtusa  deungjanghaessseupnida,geomtusa deungjanghaessseupnida,geomtusa deungjanghaessseupnida
MLUA_MONSTERSPAWNER_008,뜻밖의 행운! 발록이 등장했습니다!,RootDesk/MyDesk/MonsterSpawner.mlua:2408,tteusbakkof  haengun! shotsrokis  deungjanghaessseupnida!,tteusbakk的 haengun! 發rok deungjanghaessseupnida!,tteusbakkの haengun! 発rok deungjanghaessseupnida!
MLUA_NINJASTATUEPUZZLELOGIC_001,얄미운 미니무르가 등장했다!,RootDesk/MyDesk/Puzzle/NinjaStatuePuzzleLogic.mlua:79,yalmiun minimureu  deungjanghaessda!,yalmiun minimureu deungjanghaessda!,yalmiun minimureu deungjanghaessda!
MLUA_OPTIONUI_001,[ 전투는 자동입니다 ],RootDesk/MyDesk/OptionUI.mlua:143,[ Battle  Automaticipnida ],[ 戰鬥 自動ipnida ],[ 戦闘 自動ipnida ]
MLUA_OPTIONUI_002,캐릭터가 알아서 몬스터를 공격합니다.,RootDesk/MyDesk/OptionUI.mlua:144,Character  alaseo monsters Attackhapnida.,角色 alaseo 怪物 攻擊hapnida.,キャラクター alaseo モンスターを 攻撃hapnida.
MLUA_OPTIONUI_003,화면에서 몬스터를 한 번 누르면 그 몬스터를 먼저 노립니다.,RootDesk/MyDesk/OptionUI.mlua:145,hwamyeonin monsters one beon nureumyeon geu monsters First noripnida.,hwamyeon在 怪物 一 beon nureumyeon geu 怪物 優先 noripnida.,hwamyeonで モンスターを 1つ beon nureumyeon geu モンスターを 先に noripnida.
MLUA_OPTIONUI_004,[ 레벨업하면 카드를 고릅니다 ],RootDesk/MyDesk/OptionUI.mlua:147,[ Leveleophamyeon cards goreupnida ],[ 等級eophamyeon 卡片 goreupnida ],[ レベルeophamyeon カード goreupnida ]
MLUA_OPTIONUI_005,경험치가 가득 차면 화면 오른쪽에 카드 세 장이 나타납니다.,RootDesk/MyDesk/OptionUI.mlua:148,gyeongheomchi  Full chamyeon hwamyeon oreunjjokin  Card se jangis  appears.,gyeongheomchi 已滿 chamyeon hwamyeon oreunjjok在 卡片 se jang na擊napnida.,gyeongheomchi 満杯 chamyeon hwamyeon oreunjjokに カード se jang naヒットnapnida.
MLUA_OPTIONUI_006,한 장을 골라 새 스킬을 배우거나 가진 스킬을 강화하세요.,RootDesk/MyDesk/OptionUI.mlua:149,Choose one card to learn a new skill or upgrade a skill you already have.,選擇一張卡片來學習新技能或強化現有技能。,カードを1枚選び、新しいスキルを習得するか、所持しているスキルを強化してください。
MLUA_OPTIONUI_007,카드를 길게 누르고 있으면 어떤 효과인지 미리 볼 수 있습니다.,RootDesk/MyDesk/OptionUI.mlua:150,cards gilge nureugo isseumyeon eotteon Effectinji miri bol can Available.,卡片 gilge nureugo isseumyeon eotteon 效果inji miri bol 可以 有.,カード gilge nureugo isseumyeon eotteon 効果inji miri bol 可能 あります.
MLUA_OPTIONUI_008,[ 같은 스킬을 모으면 강해집니다 ],RootDesk/MyDesk/OptionUI.mlua:152,[ same Skill  moeumyeon become stronger ],[ 相同 技能 moeumyeon 變強 ],[ 同じ スキル moeumyeon 強くなります ]
MLUA_OPTIONUI_009,같은 카드를 여러 번 고르면 스킬 레벨이 올라갑니다.,RootDesk/MyDesk/OptionUI.mlua:153,same cards yeoreo beon goreumyeon Skill Levelis  olragapnida.,相同 卡片 yeoreo beon goreumyeon 技能 等級 olragapnida.,同じ カード yeoreo beon goreumyeon スキル レベル olragapnida.
