Key,Source,Note,ko,en,zh-tw,ja
MLUA_ERRORCODEENUM_029,장비창이 가득 찼어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:225,장비창이 가득 찼어요.,Equipment inventory is full.,裝備欄已滿。,装備欄がいっぱいです。
MLUA_ERRORCODEENUM_030,이미 최고 등급이라 합성할 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:226,이미 최고 등급이라 합성할 수 없어요.,"Already at the highest grade, so it can't be synthesized.",已是最高等級，無法合成。,すでに最高等級のため合成できません。
MLUA_ERRORCODEENUM_031,합성할 수 없는 재료예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:227,합성할 수 없는 재료예요.,This material can't be used for synthesis.,無法用於合成的材料。,合成できない素材です。
MLUA_ERRORCODEENUM_032,합성 재료 개수가 맞지 않아요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:228,합성 재료 개수가 맞지 않아요.,The number of synthesis materials is incorrect.,合成材料數量不符。,合成素材の数が合いません。
MLUA_ERRORCODEENUM_033,착용 중인 장비는 재료로 쓸 수 없어요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:229,착용 중인 장비는 재료로 쓸 수 없어요.,Equipped items can't be used as materials.,穿戴中的裝備無法作為材料。,装備中の装備は素材として使えません。
MLUA_ERRORCODEENUM_034,이미 최대 강화 단계예요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:230,이미 최대 강화 단계예요.,Already at the max enhancement level.,已達最大強化階段。,すでに最大強化段階です。
MLUA_ERRORCODEENUM_035,골드가 부족해요.,RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:231,골드가 부족해요.,Not enough Gold.,金幣不足。,ゴールドが足りません。
MLUA_ERRORCODEENUM_036,요청을 처리하지 못했어요. (코드 %d),RootDesk/MyDesk/Inventory/Core/Enums/ErrorCodeEnum.mlua:235,요청을 처리하지 못했어요. (코드 %d),Couldn't process the request. (Code %d),無法處理請求。(代碼 %d),リクエストを処理できませんでした。(コード %d)
MLUA_GEARGRADEENUM_001,노말,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:69,노말,Normal,普通,ノーマル
MLUA_GEARGRADEENUM_002,에픽,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:72,에픽,Epic,史詩,エピック
MLUA_GEARGRADEENUM_003,유니크,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:73,유니크,Unique,獨特,ユニーク
MLUA_GEARGRADEENUM_004,레전더리,RootDesk/MyDesk/Inventory/Core/Enums/GearGradeEnum.mlua:74,레전더리,Legendary,傳說,レジェンダリー
MLUA_GEAREFFECTLOGIC_001,GearEffect: 슈트B 에픽 피해 무효화 발동,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:565,GearEffect: 슈트B 에픽 피해 무효화 발동,,,
MLUA_GEAREFFECTLOGIC_002,GearEffect: 보호막이,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:582,GearEffect: 보호막이,,,
MLUA_GEAREFFECTLOGIC_003,흡수 (잔량,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:582,흡수 (잔량,,,
MLUA_GEAREFFECTLOGIC_004,GearEffect: 보호막,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:586,GearEffect: 보호막,,,
MLUA_GEAREFFECTLOGIC_005,소진,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:586,소진,,,
MLUA_GEAREFFECTLOGIC_006,GearEffect: 얼티밋 슈트 5초 무적 발동,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:595,GearEffect: 얼티밋 슈트 5초 무적 발동,,,
MLUA_GEAREFFECTLOGIC_007,GearEffect: 10주년 블랙 슈트 긴급 회복,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:615,GearEffect: 10주년 블랙 슈트 긴급 회복,,,
MLUA_GEAREFFECTLOGIC_008,GearEffect: 자쿰의 투구 쿨타임 감소 해금,[LOG] RootDesk/MyDesk/Inventory/Core/Logic/GearEffectLogic.mlua:668,GearEffect: 자쿰의 투구 쿨타임 감소 해금,,,
MLUA_INVENTORYEXPANDLOGIC_001,기타,RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:113 | /ui/DefaultGroup/DpsMeter/Board/Line1/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line2/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line3/EtcLabel | /ui/DefaultGroup/DpsMeter/Board/Line4/EtcLabel,기타,Etc,其他,その他
MLUA_INVENTORYEXPANDLOGIC_002,인벤토리,RootDesk/MyDesk/Inventory/Core/Logic/InventoryExpandLogic.mlua:114 | /ui/EquipmentGroup/Inventory/Panel/Title | /ui/InventoryGroup/Panel/TitleBar/Title,인벤토리,Inventory,背包,インベントリ
MLUA_WEAPONTIERDATALOGIC_001,공격력 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:99,공격력 {P}% 증가,ATK +{P}%,攻擊力增加 {P}%,攻撃力 {P}%増加
MLUA_WEAPONTIERDATALOGIC_002,치명타 확률 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:100 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:456 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:459,치명타 확률 {P}% 증가,Critical Rate +{P}%,爆擊率增加 {P}%,クリティカル率 {P}%増加
MLUA_WEAPONTIERDATALOGIC_003,치명타 피해 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:101 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:458,치명타 피해 {P}% 증가,Critical Damage +{P}%,爆擊傷害增加 {P}%,クリティカルダメージ {P}%増加
MLUA_WEAPONTIERDATALOGIC_004,최대 체력 {P}% 증가,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:102,최대 체력 {P}% 증가,Max HP +{P}%,最大體力增加 {P}%,最大HP {P}%増加
MLUA_WEAPONTIERDATALOGIC_005,스킬 쿨타임 {P}% 감소,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:103 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:439,스킬 쿨타임 {P}% 감소,Skill Cooldown -{P}%,技能冷卻時間減少 {P}%,スキルクールタイム {P}%減少
MLUA_WEAPONTIERDATALOGIC_006,나뭇가지보단 조금 더 쓸 만하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:158,나뭇가지보단 조금 더 쓸 만하다.,A little more useful than a tree branch.,比樹枝稍微好用一點。,木の枝よりは少し役に立つ。
MLUA_WEAPONTIERDATALOGIC_007,이제 마법사다운 무기를 들었다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:159,이제 마법사다운 무기를 들었다.,"Finally, a weapon worthy of a mage.",終於拿到像樣的魔法師武器了。,ようやく魔法使いらしい武器を手にした。
MLUA_WEAPONTIERDATALOGIC_008,보기만 해도 왠지 강해 보인다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:160,보기만 해도 왠지 강해 보인다.,It somehow looks strong just by looking at it.,光是看著就覺得很強。,見ているだけでなんだか強そうだ。
MLUA_WEAPONTIERDATALOGIC_009,마법사라면 한 번쯤 탐내는 스태프.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:161,마법사라면 한 번쯤 탐내는 스태프.,A staff every mage covets at least once.,每個魔法師都曾想擁有的法杖。,魔法使いなら一度は欲しくなる杖。
MLUA_WEAPONTIERDATALOGIC_010,드래곤의 힘이 깃들었다고 한다. 진짜인지는 모른다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:162,드래곤의 힘이 깃들었다고 한다. 진짜인지는 모른다.,"They say it holds the power of a dragon. Whether that's true, no one knows.",據說寄宿著龍的力量。是真是假就不知道了。,ドラゴンの力が宿っているらしい。本当かどうかはわからない。
MLUA_WEAPONTIERDATALOGIC_011,이 정도면 스태프가 마법을 쓰는 것 같다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:163,이 정도면 스태프가 마법을 쓰는 것 같다.,"At this point, it feels like the staff is casting the magic.",到了這種程度，簡直像是法杖自己在施法。,ここまで来ると、杖が魔法を使っているようだ。
MLUA_WEAPONTIERDATALOGIC_012,활은 역시 멀리서 쏘는 게 제맛이다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:168,활은 역시 멀리서 쏘는 게 제맛이다.,The best thing about a bow is shooting from afar.,弓果然還是要從遠處射才過癮。,弓はやっぱり遠くから撃つのが醍醐味だ。
MLUA_WEAPONTIERDATALOGIC_013,독사는 아니지만 꽤 날카롭다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:169,독사는 아니지만 꽤 날카롭다.,"Not a viper, but quite sharp.",雖然不是毒蛇，但相當鋒利。,毒蛇ではないが、かなり鋭い。
MLUA_WEAPONTIERDATALOGIC_014,봉황도 탐낼 만큼 멋진 활.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:170,봉황도 탐낼 만큼 멋진 활.,A bow so fine even a phoenix would want it.,帥到連鳳凰都想要的弓。,鳳凰も欲しがるほど見事な弓。
MLUA_WEAPONTIERDATALOGIC_015,금빛이라 화살보다 눈에 띈다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:171,금빛이라 화살보다 눈에 띈다.,So golden it stands out more than the arrows.,金光閃閃，比箭還要顯眼。,金色なので矢よりも目立つ。
MLUA_WEAPONTIERDATALOGIC_016,당기는 순간 제법 긴장된다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:172,당기는 순간 제법 긴장된다.,Drawing it makes you pretty tense.,拉弓的瞬間相當緊張。,引いた瞬間、かなり緊張する。
MLUA_WEAPONTIERDATALOGIC_017,비싸 보인다. 실제로도 비싸다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:173,비싸 보인다. 실제로도 비싸다.,Looks expensive. It actually is.,看起來很貴。實際上也很貴。,高そうに見える。実際に高い。
MLUA_WEAPONTIERDATALOGIC_018,무겁다. 하지만 멋있다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:178,무겁다. 하지만 멋있다.,Heavy. But cool.,很重。但是很帥。,重い。でもかっこいい。
MLUA_WEAPONTIERDATALOGIC_019,한 번 휘두르면 팔이 먼저 놀란다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:179,한 번 휘두르면 팔이 먼저 놀란다.,Swing it once and your arm is the first to be surprised.,揮一下，手臂先嚇了一跳。,一振りすると、腕のほうが先に驚く。
MLUA_WEAPONTIERDATALOGIC_020,묵직함 하나는 확실하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:180,묵직함 하나는 확실하다.,"It's heavy, that's for sure.",沉重感是無庸置疑的。,重みだけは確かだ。
MLUA_WEAPONTIERDATALOGIC_021,전사가 들면 제법 그럴듯하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:181,전사가 들면 제법 그럴듯하다.,Looks pretty convincing in a warrior's hands.,戰士拿起來還挺像樣的。,戦士が持つとなかなか様になる。
MLUA_WEAPONTIERDATALOGIC_022,푸른 검신이 시선을 사로잡는다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:182,푸른 검신이 시선을 사로잡는다.,The blue blade catches the eye.,藍色的劍身吸引了目光。,青い刀身が目を奪う。
MLUA_WEAPONTIERDATALOGIC_023,베지 못할 것은 없어 보인다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:183,베지 못할 것은 없어 보인다.,Looks like there's nothing it can't cut.,看起來沒有砍不斷的東西。,斬れないものはなさそうだ。
MLUA_WEAPONTIERDATALOGIC_024,날이 삼각형이라 더 무섭다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:188,날이 삼각형이라 더 무섭다.,The triangular blade makes it even scarier.,刀刃是三角形的，更顯可怕。,刃が三角形なので、なおさら怖い。
MLUA_WEAPONTIERDATALOGIC_025,부채처럼 보이지만 절대 부채가 아니다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:189,부채처럼 보이지만 절대 부채가 아니다.,"Looks like a fan, but it's definitely not a fan.",看起來像扇子，但絕對不是扇子。,扇子のように見えるが、決して扇子ではない。
MLUA_WEAPONTIERDATALOGIC_026,작고 가볍지만 무시하면 큰일 난다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:190,작고 가볍지만 무시하면 큰일 난다.,"Small and light, but underestimate it at your peril.",雖然又小又輕，但小看它可就糟了。,小さくて軽いが、侮ると大変なことになる。
MLUA_WEAPONTIERDATALOGIC_027,이름은 주먹인데 어째서 단검일까?,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:191,이름은 주먹인데 어째서 단검일까?,"It's named a fist, so why is it a dagger?",名字是拳頭，為什麼卻是短劍？,名前はこぶしなのに、なぜ短剣なのだろう？
MLUA_WEAPONTIERDATALOGIC_028,조용히 들고 다니기 좋은 단검.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:192,조용히 들고 다니기 좋은 단검.,A dagger that's easy to carry quietly.,適合悄悄隨身攜帶的短劍。,こっそり持ち歩くのにちょうどいい短剣。
MLUA_WEAPONTIERDATALOGIC_029,피를 좋아할 것처럼 생겼다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:193,피를 좋아할 것처럼 생겼다.,It looks like it would enjoy blood.,看起來像是喜歡鮮血的樣子。,血を好みそうな見た目をしている。
MLUA_WEAPONTIERDATALOGIC_030,제복을 입으면 왠지 강해진 기분이 든다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:200,제복을 입으면 왠지 강해진 기분이 든다.,Wearing a uniform somehow makes you feel stronger.,穿上制服就莫名覺得自己變強了。,制服を着ると、なんだか強くなった気がする。
MLUA_WEAPONTIERDATALOGIC_031,어둠 속에서도 존재감이 확실하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:201,어둠 속에서도 존재감이 확실하다.,Its presence is unmistakable even in the dark.,即使在黑暗中也存在感十足。,暗闇の中でも存在感は確かだ。
MLUA_WEAPONTIERDATALOGIC_032,수련기사의 첫걸음을 함께하는 로브.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:202,수련기사의 첫걸음을 함께하는 로브.,A robe that accompanies a knight-in-training's first steps.,陪伴見習騎士踏出第一步的長袍。,見習い騎士の第一歩を共にするローブ。
MLUA_WEAPONTIERDATALOGIC_033,이름부터 이미 훌륭하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:203,이름부터 이미 훌륭하다.,Even the name is already impressive.,光是名字就已經很出色了。,名前からしてすでに立派だ。
MLUA_WEAPONTIERDATALOGIC_034,보기만 해도 조금 추워진다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:204,보기만 해도 조금 추워진다.,Just looking at it makes you a little cold.,光是看著就覺得有點冷。,見ているだけで少し寒くなる。
MLUA_WEAPONTIERDATALOGIC_035,이름부터 최종병기 느낌이다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:205,이름부터 최종병기 느낌이다.,Even the name sounds like an ultimate weapon.,光聽名字就有終極兵器的感覺。,名前からして最終兵器っぽい。
MLUA_WEAPONTIERDATALOGIC_036,기사단에 들어가면 제일 먼저 받는 옷.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:212,기사단에 들어가면 제일 먼저 받는 옷.,The first outfit you get when you join the Knights.,加入騎士團後最先拿到的衣服。,騎士団に入ると最初にもらう服。
MLUA_WEAPONTIERDATALOGIC_037,특별한 날에만 입는 옷 같다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:213,특별한 날에만 입는 옷 같다.,Looks like something you'd wear only on special days.,像是只有特別的日子才會穿的衣服。,特別な日にだけ着る服のようだ。
MLUA_WEAPONTIERDATALOGIC_038,푸른 보석이 은근히 고급스럽다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:214,푸른 보석이 은근히 고급스럽다.,The blue gem is subtly luxurious.,藍色寶石低調而高貴。,青い宝石がさりげなく上品だ。
MLUA_WEAPONTIERDATALOGIC_039,베릴보다 비싸 보인다. 실제로도 그렇다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:215,베릴보다 비싸 보인다. 실제로도 그렇다.,Looks pricier than Beryl. And it is.,看起來比綠柱石還貴。實際上也是。,ベリルより高そうに見える。実際にそうだ。
MLUA_WEAPONTIERDATALOGIC_040,입는 순간 격이 달라 보인다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:216,입는 순간 격이 달라 보인다.,"The moment you put it on, you look a class above.",一穿上就顯得格調不同。,着た瞬間、格が違って見える。
MLUA_WEAPONTIERDATALOGIC_041,검은색은 언제나 강해 보인다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:217,검은색은 언제나 강해 보인다.,Black always looks strong.,黑色總是看起來很強。,黒はいつだって強そうに見える。
MLUA_WEAPONTIERDATALOGIC_042,급하게 만든 것치고는 제법 쓸 만하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:223,급하게 만든 것치고는 제법 쓸 만하다.,Pretty useful for something made in a hurry.,以匆忙做成的來說還挺好用的。,急いで作ったわりにはなかなか使える。
MLUA_WEAPONTIERDATALOGIC_043,뼈를 뒤집어썼다. 꽤 무섭다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:224,뼈를 뒤집어썼다. 꽤 무섭다.,Covered in bones. Quite scary.,披著骨頭。相當可怕。,骨をかぶっている。かなり怖い。
MLUA_WEAPONTIERDATALOGIC_044,자쿰의 힘을 머리에 얹었다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:225,자쿰의 힘을 머리에 얹었다.,"Zakum's power, worn on your head.",把殘暴炎魔的力量戴在頭上。,ジャクムの力を頭にのせた。
MLUA_WEAPONTIERDATALOGIC_045,해적의 멋을 조금 빌려왔다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:226,해적의 멋을 조금 빌려왔다.,Borrows a little pirate style.,借用了一點海盜的帥氣。,海賊のかっこよさを少し借りてきた。
MLUA_WEAPONTIERDATALOGIC_046,별빛과 깃털이 제법 잘 어울린다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:227,별빛과 깃털이 제법 잘 어울린다.,Starlight and feathers go surprisingly well together.,星光和羽毛意外地很搭。,星の光と羽がなかなかよく似合う。
MLUA_WEAPONTIERDATALOGIC_047,머리 위에 벨룸을 얹은 기분이다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:228,머리 위에 벨룸을 얹은 기분이다.,Feels like wearing Vellum on your head.,感覺像是把貝倫戴在頭上。,頭の上にベルムをのせた気分だ。
MLUA_WEAPONTIERDATALOGIC_048,일단 끼면 뭐든 할 수 있을 것 같다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:234,일단 끼면 뭐든 할 수 있을 것 같다.,"Once you put them on, you feel like you can do anything.",只要戴上，感覺什麼都做得到。,はめてしまえば、何でもできそうな気がする。
MLUA_WEAPONTIERDATALOGIC_049,손끝까지 날렵해지는 느낌이다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:235,손끝까지 날렵해지는 느낌이다.,You feel nimble right down to your fingertips.,連指尖都變得靈巧的感覺。,指先まで身軽になる感じがする。
MLUA_WEAPONTIERDATALOGIC_050,평범하지만 기본은 확실하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:236,평범하지만 기본은 확실하다.,"Ordinary, but solid on the basics.",雖然普通，但基本功很紮實。,平凡だが、基本はしっかりしている。
MLUA_WEAPONTIERDATALOGIC_051,함장이라면 이 정도는 껴줘야 한다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:237,함장이라면 이 정도는 껴줘야 한다.,A captain ought to wear at least this much.,身為艦長，至少要戴這種程度的。,艦長ならこれくらいははめないと。
MLUA_WEAPONTIERDATALOGIC_052,무공이 사용했다는 전설의 장갑.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:238,무공이 사용했다는 전설의 장갑.,Legendary gloves said to have been used by Mu Gong.,傳說中武公使用過的手套。,武公が使ったという伝説の手袋。
MLUA_WEAPONTIERDATALOGIC_053,이름은 귀엽지만 장갑은 강력하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:239,이름은 귀엽지만 장갑은 강력하다.,"The name is cute, but the gloves are powerful.",名字很可愛，但手套很強大。,名前はかわいいが、手袋は強力だ。
MLUA_WEAPONTIERDATALOGIC_054,누가 만들었는지도 모를 밋밋한 은반지.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:244,누가 만들었는지도 모를 밋밋한 은반지.,A plain silver ring. No one knows who made it.,不知是誰打造的平凡銀戒指。,誰が作ったのかもわからない、素朴な銀の指輪。
MLUA_WEAPONTIERDATALOGIC_055,새벽빛을 한 조각 떼어 박아 넣었다고 한다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:245,새벽빛을 한 조각 떼어 박아 넣었다고 한다.,They say a sliver of dawn light was set into it.,據說鑲入了一片黎明之光。,夜明けの光をひとかけら埋め込んだという。
MLUA_WEAPONTIERDATALOGIC_056,겨울에 피는 꽃을 그대로 굳혀 놓은 듯하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:246,겨울에 피는 꽃을 그대로 굳혀 놓은 듯하다.,"Like a flower that blooms in winter, frozen in place.",彷彿將冬天綻放的花朵原封不動地凝固起來。,冬に咲く花をそのまま固めたかのようだ。
MLUA_WEAPONTIERDATALOGIC_057,지켜주겠다는 약속이 반지 모양으로 남았다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:247,지켜주겠다는 약속이 반지 모양으로 남았다.,"A promise to protect, left behind in the shape of a ring.",守護的承諾化作了戒指的形狀留了下來。,守るという約束が指輪の形で残った。
MLUA_WEAPONTIERDATALOGIC_058,요정 여왕이 흘린 눈물이라기엔 너무 단단하다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:248,요정 여왕이 흘린 눈물이라기엔 너무 단단하다.,Too hard to be a tear shed by the Fairy Queen.,說是妖精女王流下的眼淚，未免也太堅硬了。,妖精の女王が流した涙にしては硬すぎる。
MLUA_WEAPONTIERDATALOGIC_059,들여다보면 저쪽에서도 이쪽을 보고 있다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:249,들여다보면 저쪽에서도 이쪽을 보고 있다.,"Stare into it, and something stares back.",凝視它時，另一邊也在看著你。,のぞき込むと、向こうもこちらを見ている。
MLUA_WEAPONTIERDATALOGIC_060,낡았지만 없는 것보단 낫다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:254,낡았지만 없는 것보단 낫다.,"Worn out, but better than nothing.",雖然老舊，但總比沒有好。,古いが、ないよりはましだ。
MLUA_WEAPONTIERDATALOGIC_061,보기만 해도 마음이 조금 편안해진다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:255,보기만 해도 마음이 조금 편안해진다.,Just looking at it puts your mind a little at ease.,光是看著就讓人稍微安心。,見ているだけで少し心が落ち着く。
MLUA_WEAPONTIERDATALOGIC_062,하늘을 날 수 있을 것 같지만 못 난다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:256,하늘을 날 수 있을 것 같지만 못 난다.,"Looks like it could let you fly, but it can't.",看起來好像能飛上天，但其實不能。,空を飛べそうだが、飛べない。
MLUA_WEAPONTIERDATALOGIC_063,검은색이라 어디에나 잘 어울린다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:257,검은색이라 어디에나 잘 어울린다.,"It's black, so it goes with anything.",是黑色的，所以百搭。,黒なので何にでもよく合う。
MLUA_WEAPONTIERDATALOGIC_064,붉은 날개를 두른 듯한 망토.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:258,붉은 날개를 두른 듯한 망토.,A cape that seems wrapped in crimson wings.,彷彿披著紅色羽翼的披風。,赤い翼をまとったようなマント。
MLUA_WEAPONTIERDATALOGIC_065,푸른색이라 제법 시원해 보인다.,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:259,푸른색이라 제법 시원해 보인다.,"It's blue, so it looks rather cool.",是藍色的，看起來挺涼爽的。,青いので、なかなか涼しげに見える。
MLUA_WEAPONTIERDATALOGIC_066,나무 스태프,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:287,나무 스태프,Wooden Staff,木製法杖,木の杖
MLUA_WEAPONTIERDATALOGIC_067,아크 스태프,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:306,아크 스태프,Arc Staff,弧光法杖,アークスタッフ
MLUA_WEAPONTIERDATALOGIC_068,공격력,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:308 | RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:343 | RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:206,공격력,ATK,攻擊力,攻撃力
MLUA_WEAPONTIERDATALOGIC_069,이블윙즈,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:321,이블윙즈,Evil Wings,邪惡之翼,イビルウィングス
MLUA_WEAPONTIERDATALOGIC_070,적 100마리 처치 시 Lv.3 썬더 볼트,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:333,적 100마리 처치 시 Lv.3 썬더 볼트,Lv.3 Thunder Bolt after defeating 100 enemies,擊敗100個敵人後獲得 Lv.3 雷電術,敵を100体倒すと Lv.3 サンダーボルト
MLUA_WEAPONTIERDATALOGIC_071,적 100마리 처치 시 Lv.3 썬더 커터,RootDesk/MyDesk/Inventory/Core/Logic/WeaponTierDataLogic.mlua:334,적 100마리 처치 시 Lv.3 썬더 커터,Lv.3 Thunder Cutter after defeating 100 enemies,擊敗100個敵人後獲得 Lv.3 雷刃,敵を100体倒すと Lv.3 サンダーカッター
